id,status_group
69289,non functional
18668,non functional
70597,functional
41311,non functional
48469,functional needs repair
47044,functional
37054,functional needs repair
11975,non functional
49216,functional
72074,functional
32613,functional needs repair
14727,functional
32246,functional needs repair
69704,functional
66344,non functional
16929,functional
49062,non functional
16597,non functional
60130,non functional
18670,non functional
71517,functional
57169,non functional
20858,non functional
17184,functional
64659,non functional
71243,non functional
73237,functional
42144,functional
59611,functional
42171,functional
35525,non functional
64925,non functional
39669,functional
46740,non functional
51329,non functional
24184,functional
52657,non functional
70203,functional
5959,non functional
13595,functional
44912,non functional
38817,non functional
58481,functional
55207,functional
33935,non functional
47293,functional
72124,non functional
51736,non functional
19006,functional
17183,non functional
7372,functional
71221,non functional
33947,functional
3297,functional
45004,functional
15103,functional
55950,non functional
37953,functional
9647,functional
32138,functional
15142,functional
19204,functional
28859,functional
25286,non functional
55904,non functional
22465,functional needs repair
4570,functional
33991,non functional
20004,functional
36845,functional
20668,functional
594,non functional
61624,functional
30107,non functional
24721,functional
24555,non functional
5835,functional
31526,non functional
64108,functional
57978,non functional
71180,non functional
68644,functional
7630,functional
20900,functional
38171,non functional
63978,non functional
45853,functional needs repair
13108,functional
15210,functional needs repair
30565,non functional
42027,functional
23209,functional
25490,functional
35416,functional
11594,non functional
62454,functional
41209,functional
8331,non functional
44500,functional
57577,functional
9786,non functional
37955,functional
42614,non functional
26496,non functional
56222,functional
30157,non functional
56336,functional
44147,functional
11187,non functional
59946,non functional
10882,functional
3167,functional
16801,non functional
71630,functional
55436,functional
22218,non functional
4796,functional needs repair
55284,functional
35592,functional
63703,functional needs repair
43711,non functional
44598,functional
4244,functional
14349,functional
38390,functional
41481,functional
38026,non functional
1587,non functional
17673,functional needs repair
9892,non functional
59123,functional
43075,non functional
37493,non functional
28293,non functional
54770,functional
24718,functional
50384,functional
59687,functional
37916,functional
13221,functional needs repair
70761,non functional
7018,functional
71845,functional
41890,non functional
69846,functional
49142,functional
44583,functional
55232,functional
52012,non functional
70213,functional needs repair
31536,functional
16143,functional
10583,non functional
28555,functional
57110,functional needs repair
54715,functional
39002,functional
15135,functional
67233,non functional
29018,non functional
43909,functional needs repair
73346,non functional
58995,non functional
31420,non functional
59958,non functional
30566,functional needs repair
28137,non functional
66733,functional
19452,non functional
66054,functional
65165,functional
50007,functional
60935,functional
65911,non functional
72906,functional
30127,functional needs repair
55351,functional
67064,functional
39738,functional
72405,non functional
1874,functional
25174,functional
19136,functional
27141,functional
3355,functional
28443,functional
48253,non functional
48563,functional
5225,non functional
51052,non functional
19487,functional
39837,non functional
52254,functional
24432,non functional
43028,non functional
3927,functional
3760,functional
45845,functional
66900,functional
45846,non functional
35059,functional
21515,functional
51838,functional
3019,non functional
69654,non functional
45211,non functional
35398,functional
6058,functional
55496,non functional
45872,functional
43310,functional
14695,non functional
19307,functional
10889,functional
26942,non functional
26105,non functional
55721,non functional
26621,non functional
42798,functional needs repair
13194,non functional
9354,functional
36012,functional
26961,functional
56972,functional
14904,functional
54724,functional
47420,functional
50921,functional
